OBJECTID,Report_Date,Confirmed_New,Confirmed_Total,Recovered_New,Recovered_Total,Deaths_New,Deaths_Total,Active_Total,Tested,Tested_Total,Positive_Test_Rate
340,2/17/2021 0:00,144,103332,55,85391,4,1801,16140,2917,1249196,0.049365787
341,2/18/2021 0:00,283,103615,66,85457,6,1807,16351,4822,1254018,0.058689341
342,2/19/2021 0:00,226,103841,75,85532,6,1813,16496,4606,1258624,0.049066435
343,2/20/2021 0:00,152,103993,8,85540,4,1817,16636,3734,1262358,0.040707017
344,2/21/2021 0:00,208,104201,37,85577,6,1823,16801,3415,1265773,0.06090776
345,2/22/2021 0:00,105,104306,49,85626,4,1827,16853,3573,1269346,0.02938707
346,2/23/2021 0:00,194,104500,39,85665,10,1837,16998,3935,1273281,0.049301144
347,2/24/2021 0:00,280,104780,713,86378,2,1839,16563,4919,1278200,0.056922139
348,2/25/2021 0:00,277,105057,119,86497,8,1847,16713,4599,1282799,0.060230485
349,2/26/2021 0:00,410,105467,24,86521,6,1853,17093,7180,1289979,0.057103064
350,2/27/2021 0:00,181,105648,88,86609,1,1854,17185,5577,1295556,0.032454725
351,2/28/2021 0:00,325,105973,69,86678,2,1856,17439,3282,1298838,0.099024985
352,3/1/2021 0:00,152,106125,39,86717,3,1859,17549,2213,1301051,0.068685043
353,3/2/2021 0:00,345,106470,143,86860,4,1863,17747,5550,1306601,0.062162162
354,3/3/2021 0:00,331,106801,54,86914,3,1866,18021,4725,1311326,0.07005291
355,3/4/2021 0:00,528,107329,185,87099,4,1870,18360,6291,1317617,0.083929423
356,3/5/2021 0:00,400,107729,77,87176,3,1873,18680,5189,1322806,0.077086144
357,3/6/2021 0:00,633,108362,374,87550,1,1874,18938,5193,1327999,0.121894858
358,3/7/2021 0:00,465,108827,20,87570,2,1876,19381,5691,1333690,0.08170796
359,3/8/2021 0:00,337,109164,53,87623,3,1879,19662,2924,1336614,0.115253078
360,3/9/2021 0:00,479,109643,113,87736,7,1886,20021,4043,1340657,0.118476379
361,3/10/2021 0:00,713,110356,167,87903,12,1898,20555,5230,1345887,0.136328872
362,3/11/2021 0:00,829,111185,91,87994,1,1899,21292,6239,1352126,0.132873858
363,3/12/2021 0:00,750,111935,215,88209,2,1901,21825,6264,1358390,0.119731801
364,3/13/2021 0:00,870,112805,117,88326,7,1908,22571,6309,1364699,0.137898241
365,3/14/2021 0:00,431,113236,79,88405,5,1913,22918,4627,1369326,0.093148909
366,3/15/2021 0:00,731,113967,191,88596,5,1918,23453,4513,1373839,0.161976512
367,3/16/2021 0:00,1064,115031,185,88781,7,1925,24325,6151,1379990,0.172980003
368,3/17/2021 0:00,1279,116310,280,89061,12,1937,25312,7450,1387440,0.171677852
369,3/18/2021 0:00,1225,117535,142,89203,17,1954,26378,7308,1394748,0.167624521
370,3/19/2021 0:00,1354,118889,185,89388,28,1982,27519,7732,1402480,0.175116399
371,3/20/2021 0:00,1274,120163,120,89508,12,1994,28661,7240,1409720,0.175966851
372,3/21/2021 0:00,747,120910,114,89622,17,2011,29277,5145,1414865,0.145189504
373,3/22/2021 0:00,1130,122040,754,90376,12,2023,29641,5119,1419984,0.220746239
374,3/23/2021 0:00,1127,123167,210,90586,25,2048,30533,5393,1425377,0.208974597
375,3/24/2021 0:00,1540,124707,184,90770,18,2066,31871,9348,1434725,0.164741121
376,3/25/2021 0:00,1463,126170,498,91268,26,2092,32810,8976,1443701,0.162990196
377,3/26/2021 0:00,2008,128178,245,91513,6,2098,34567,11360,1455061,0.176760563
378,3/27/2021 0:00,1152,129330,152,91665,6,2104,35561,8397,1463458,0.137191854
379,3/28/2021 0:00,884,130214,89,91754,13,2117,36343,5377,1468835,0.164403943
380,3/29/2021 0:00,902,131116,407,92161,18,2135,36820,3395,1472230,0.265684831
381,3/30/2021 0:00,1530,132646,129,92290,12,2147,38209,8010,1480240,0.191011236
382,3/31/2021 0:00,1412,134058,389,92679,6,2153,39226,9219,1489459,0.153161948
383,4/1/2021 0:00,984,135042,388,93067,14,2167,39808,5318,1494777,0.185031967
384,4/2/2021 0:00,1851,136893,363,93430,19,2186,41277,9676,1504453,0.191298057
385,4/3/2021 0:00,1184,138077,220,93650,20,2206,42221,7139,1511592,0.165849559
386,4/4/2021 0:00,911,138988,533,94183,18,2224,42581,6045,1517637,0.15070306
387,4/5/2021 0:00,460,139448,178,94361,20,2244,42843,2753,1520390,0.167090447
388,4/6/2021 0:00,394,139842,2217,96578,14,2258,41006,2923,1523313,0.134793021
389,4/7/2021 0:00,1523,141365,616,97194,18,2276,41895,7423,1530736,0.205173111
390,4/8/2021 0:00,1698,143063,456,97650,16,2292,43121,11352,1542088,0.149577167
391,4/9/2021 0:00,1091,144154,533,98183,17,2309,43662,7300,1549388,0.149452055
392,4/10/2021 0:00,1030,145184,422,98605,21,2330,44249,8316,1557704,0.123857624
393,4/11/2021 0:00,486,145670,490,99095,18,2348,44227,4134,1561838,0.117561684
394,4/12/2021 0:00,486,146156,115,99210,20,2368,44578,2989,1564827,0.162596186
395,4/13/2021 0:00,991,147147,370,99580,26,2394,45173,6417,1571244,0.154433536
396,4/14/2021 0:00,981,148128,665,100245,26,2420,45463,7529,1578773,0.130296188
397,4/15/2021 0:00,1091,149219,392,100637,4,2424,46158,5958,1584731,0.183115139
398,4/16/2021 0:00,1041,150260,343,100980,19,2443,46837,7753,1592484,0.134270605
399,4/17/2021 0:00,1027,151287,382,101362,20,2463,47462,7184,1599668,0.14295657
400,4/18/2021 0:00,366,151653,280,101642,18,2481,47530,3664,1603332,0.09989083
401,4/19/2021 0:00,241,151894,636,102278,20,2501,47115,2515,1605847,0.09582505
402,4/20/2021 0:00,629,152523,1560,103838,18,2519,46166,5832,1611679,0.107853224
403,4/21/2021 0:00,965,153488,1441,105279,21,2540,45669,7311,1618990,0.131992887
404,4/22/2021 0:00,904,154392,88,105367,20,2560,46465,5673,1624663,0.159351313
405,4/23/2021 0:00,773,155165,726,106093,23,2583,46489,7036,1631699,0.109863559
406,4/24/2021 0:00,1153,156318,191,106284,20,2603,47431,9316,1641015,0.123765565
407,4/25/2021 0:00,469,156787,304,106588,19,2622,47577,4194,1645209,0.111826419
408,4/26/2021 0:00,194,156981,248,106836,21,2643,47502,1779,1646988,0.109050028
409,4/27/2021 0:00,511,157492,467,107303,22,2665,47524,4020,1651008,0.127114428
410,4/28/2021 0:00,834,158326,579,107882,23,2688,47756,8498,1659506,0.098140739
411,4/29/2021 0:00,495,158821,242,108124,19,2707,47990,4929,1664435,0.10042605
412,4/30/2021 0:00,497,159318,441,108565,17,2724,48029,5117,1669552,0.097127223
413,5/1/2021 0:00,735,160053,224,108789,20,2744,48520,5758,1675310,0.127648489
414,5/2/2021 0:00,369,160422,72,108861,19,2763,48798,4469,1679779,0.082568807
415,5/3/2021 0:00,137,160559,216,109077,18,2781,48701,1641,1681420,0.083485679
416,5/4/2021 0:00,345,160904,140,109217,24,2805,48882,6686,1688106,0.051600359
417,5/5/2021 0:00,489,161393,552,109769,20,2825,48799,4426,1692532,0.110483507
418,5/6/2021 0:00,705,162098,711,110480,25,2850,48768,8853,1701385,0.079634022
419,5/7/2021 0:00,568,162666,173,110653,15,2865,49148,9029,1710414,0.062908406
420,5/8/2021 0:00,572,163238,476,111129,18,2883,49226,4624,1715038,0.123702422
421,5/9/2021 0:00,316,163554,62,111191,12,2895,49468,4251,1719289,0.07433545
422,5/10/2021 0:00,66,163620,1737,112928,12,2907,47785,1833,1721122,0.036006547
423,5/11/2021 0:00,356,163976,129,113057,21,2928,47991,4424,1725546,0.080470163
424,5/12/2021 0:00,410,164386,67,113124,22,2950,48312,3799,1729345,0.107923138
425,5/13/2021 0:00,334,164720,124,113248,18,2968,48504,4155,1733500,0.080385078
426,5/14/2021 0:00,392,165112,184,113432,8,2976,48704,3668,1737168,0.106870229
427,5/15/2021 0:00,267,165379,57,113489,25,3001,48889,4436,1741604,0.06018936
428,5/16/2021 0:00,86,165465,123,113612,2,3003,48850,2789,1744393,0.030835425
429,5/17/2021 0:00,72,165537,262,113874,10,3013,48650,2056,1746449,0.035019455
430,5/18/2021 0:00,469,166006,43,113917,8,3021,49068,6244,1752693,0.075112108
431,5/19/2021 0:00,376,166382,318,114235,14,3035,49112,4153,1756846,0.090536961
432,5/20/2021 0:00,494,166876,50,114285,5,3040,49551,6428,1763274,0.076851276
433,5/21/2021 0:00,659,167535,109,114394,3,3043,50098,7962,1771236,0.082768149
434,5/22/2021 0:00,573,168108,58,114452,6,3049,50607,5798,1777034,0.098827182
435,5/23/2021 0:00,324,168432,85,114537,10,3059,50836,4392,1781426,0.073770492
436,5/24/2021 0:00,111,168543,142,114679,14,3073,50791,1948,1783374,0.05698152
437,5/25/2021 0:00,382,168925,1134,115813,14,3087,50025,3719,1787093,0.102715784
438,5/26/2021 0:00,431,169356,31,115844,10,3097,50415,5846,1792939,0.073725624
439,5/27/2021 0:00,341,169697,144,115988,11,3108,50601,3646,1796585,0.093527153
440,5/28/2021 0:00,344,170041,30,116018,16,3124,50899,4864,1801449,0.070723684
441,5/29/2021 0:00,444,170485,115,116133,17,3141,51211,4989,1806438,0.088995791
442,5/30/2021 0:00,162,170647,643,116776,16,3157,50714,3452,1809890,0.046929316
443,5/31/2021 0:00,88,170735,71,116847,15,3172,50716,1668,1811558,0.052757794
444,6/1/2021 0:00,349,171084,176,117023,16,3188,50873,4208,1815766,0.082937262
445,6/2/2021 0:00,142,171226,16,117039,18,3206,50981,2650,1818416,0.053584906
446,6/3/2021 0:00,432,171658,306,117345,17,3223,51090,3800,1822216,0.113684211
447,6/4/2021 0:00,284,171942,124,117469,17,3240,51233,4540,1826756,0.062555066
448,6/5/2021 0:00,383,172325,33,117502,24,3264,51559,3930,1830686,0.097455471
449,6/6/2021 0:00,166,172491,93,117595,23,3287,51609,3561,1834247,0.046616119
450,6/7/2021 0:00,148,172639,631,118226,21,3308,51105,2163,1836410,0.068423486
451,6/8/2021 0:00,433,173072,395,118621,18,3326,51125,4479,1840889,0.096673365
452,6/9/2021 0:00,589,173661,312,118933,19,3345,51383,4995,1845884,0.117917918
453,6/10/2021 0:00,624,174285,313,119246,17,3362,51677,6728,1852612,0.09274673
454,6/11/2021 0:00,488,174773,343,119589,16,3378,51806,5831,1858443,0.083690619
455,6/12/2021 0:00,403,175176,442,120031,18,3396,51749,5577,1864020,0.072261072
456,6/13/2021 0:00,161,175337,177,120208,14,3410,51719,2805,1866825,0.057397504
457,6/14/2021 0:00,344,175681,151,120359,11,3421,51901,3654,1870479,0.094143404
458,6/15/2021 0:00,456,176137,535,120894,7,3428,51815,5626,1876105,0.081052257
459,6/16/2021 0:00,485,176622,312,121206,0,3428,51988,5355,1881460,0.090569561
460,6/17/2021 0:00,660,177282,812,122018,6,3434,51830,6176,1887636,0.106865285
461,6/18/2021 0:00,796,178078,328,122346,3,3437,52295,7392,1895028,0.107683983
462,6/19/2021 0:00,714,178792,285,122631,10,3447,52714,6039,1901067,0.118231495
463,6/20/2021 0:00,283,179075,73,122704,9,3456,52915,3452,1904519,0.08198146
464,6/21/2021 0:00,218,179293,261,122965,5,3461,52867,2577,1907096,0.08459449
465,6/22/2021 0:00,583,179876,85,123050,23,3484,53342,6686,1913782,0.087197128
466,6/23/2021 0:00,622,180498,313,123363,30,3514,53621,6236,1920018,0.099743425
467,6/24/2021 0:00,741,181239,99,123462,24,3538,54239,6955,1926973,0.106542056
468,6/25/2021 0:00,646,181885,391,123853,18,3556,54476,6429,1933402,0.10048219
469,6/26/2021 0:00,508,182393,539,124392,18,3574,54427,6664,1940066,0.076230492
470,6/27/2021 0:00,204,182597,44,124436,21,3595,54566,2971,1943037,0.06866375
471,6/28/2021 0:00,287,182884,152,124588,17,3612,54684,2699,1945736,0.10633568
472,6/29/2021 0:00,719,183603,800,125388,9,3621,54594,7608,1953344,0.094505783
473,6/30/2021 0:00,558,184161,296,125684,13,3634,54843,6357,1959701,0.087777253
474,7/1/2021 0:00,376,184537,910,126594,6,3640,54303,3831,1963532,0.098146698
475,7/2/2021 0:00,523,185060,86,126680,11,3651,54729,6469,1970001,0.080847117
476,7/3/2021 0:00,531,185591,276,126956,20,3671,54964,8154,1978155,0.065121413
477,7/4/2021 0:00,277,185868,669,127625,4,3675,54568,3796,1981951,0.072971549
478,7/5/2021 0:00,185,186053,1186,128811,15,3690,53552,2047,1983998,0.09037616
479,7/6/2021 0:00,400,186453,354,129165,7,3697,53591,5068,1989066,0.078926598
480,7/7/2021 0:00,506,186959,45357,174522,8,3705,8732,7376,1996442,0.068600868
481,7/8/2021 0:00,566,187525,1934,176456,11,3716,7353,5344,2001786,0.105913174
482,7/9/2021 0:00,452,187977,1327,177783,2,3718,6476,4876,2006662,0.092698934
483,7/10/2021 0:00,536,188513,336,178119,3,3721,6673,6036,2012698,0.08880053
484,7/11/2021 0:00,241,188754,1401,179520,1,3722,5512,2961,2015659,0.081391422
485,7/12/2021 0:00,188,188942,341,179861,1,3723,5358,2354,2018013,0.079864061
486,7/13/2021 0:00,761,189703,71,179932,9,3732,6039,5794,2023807,0.131342768
487,7/14/2021 0:00,480,190183,148,180080,5,3737,6366,5120,2028927,0.09375
488,7/15/2021 0:00,837,191020,340,180420,9,3746,6854,7545,2036472,0.110934394
489,7/16/2021 0:00,692,191712,123,180543,8,3754,7415,6883,2043355,0.100537556
490,7/17/2021 0:00,723,192435,1139,181682,6,3760,6993,6881,2050236,0.105071937
491,7/18/2021 0:00,323,192758,644,182326,15,3775,6657,3676,2053912,0.087867247
492,7/19/2021 0:00,431,193189,595,182921,8,3783,6485,5281,2059193,0.081613331
493,7/20/2021 0:00,618,193807,290,183211,17,3800,6796,5507,2064700,0.11222081
494,7/21/2021 0:00,503,194310,769,183980,11,3811,6519,4060,2068760,0.123891626
495,7/22/2021 0:00,801,195111,481,184461,15,3826,6824,5850,2074610,0.136923077
496,7/23/2021 0:00,787,195898,424,184885,12,3838,7175,6892,2081502,0.114190366
497,7/24/2021 0:00,847,196745,722,185607,11,3849,7289,6080,2087582,0.139309211
498,7/25/2021 0:00,664,197409,201,185808,16,3865,7736,5432,2093014,0.122238586
499,7/26/2021 0:00,550,197959,786,186594,7,3872,7493,4087,2097101,0.134573036
500,7/27/2021 0:00,976,198935,969,187563,10,3882,7490,6896,2103997,0.141531323
501,7/28/2021 0:00,1006,199941,261,187824,13,3895,8222,5584,2109581,0.180157593
502,7/29/2021 0:00,1068,201009,398,188222,15,3910,8877,7398,2116979,0.144363341
503,7/30/2021 0:00,945,201954,216,188438,16,3926,9590,7295,2124274,0.129540781
504,7/31/2021 0:00,1259,203213,498,188936,5,3931,10346,8081,2132355,0.15579755
505,8/1/2021 0:00,467,203680,195,189131,15,3946,10603,5217,2137572,0.089515047
506,8/2/2021 0:00,591,204271,561,189692,24,3970,10609,4737,2142309,0.124762508
507,8/3/2021 0:00,1085,205356,403,190095,25,3995,11266,7067,2149376,0.153530494
508,8/4/2021 0:00,1335,206691,1093,191188,30,4025,11478,7605,2156981,0.175542406
509,8/5/2021 0:00,1571,208262,4497,195685,32,4057,8520,9065,2166046,0.173303916
510,8/6/2021 0:00,1561,209823,102,195787,31,4088,9948,10072,2176118,0.154984114
511,8/7/2021 0:00,1205,211028,1242,197029,29,4117,9882,8158,2184276,0.147707772
512,8/8/2021 0:00,800,211828,278,197307,32,4149,10372,6530,2190806,0.122511485
513,8/9/2021 0:00,745,212573,161,197468,30,4179,10926,6209,2197015,0.119987115
514,8/10/2021 0:00,1183,213756,1318,198786,32,4211,10759,8144,2205159,0.145260314
515,8/11/2021 0:00,1974,215730,653,199439,30,4241,12050,13407,2218566,0.147236518
516,8/12/2021 0:00,1546,217276,559,199998,32,4273,13005,9752,2228318,0.158531583
517,8/13/2021 0:00,1437,218713,1056,201054,29,4302,13357,10764,2239082,0.133500557
518,8/14/2021 0:00,1225,219938,1318,202372,17,4319,13247,8877,2247959,0.137997071
519,8/15/2021 0:00,789,220727,1550,203922,21,4340,12465,5498,2253457,0.14350673
520,8/16/2021 0:00,679,221406,176,204098,10,4350,12958,5693,2259150,0.119269278
521,8/17/2021 0:00,1488,222894,1814,205912,4,4354,12628,9773,2268923,0.152256216
522,8/18/2021 0:00,1506,224400,1538,207450,24,4378,12572,9840,2278763,0.15304878
523,8/19/2021 0:00,1263,225663,719,208169,26,4404,13090,8680,2287443,0.145506912
524,8/20/2021 0:00,1414,227077,1670,209839,31,4435,12803,10235,2297678,0.138153395
525,8/21/2021 0:00,1286,228363,1942,211781,32,4467,12115,8310,2305988,0.154753309
526,8/22/2021 0:00,646,229009,255,212036,30,4497,12476,6039,2312027,0.106971353
527,8/23/2021 0:00,619,229628,1437,213473,31,4528,11627,4647,2316674,0.133204218
528,8/24/2021 0:00,1166,230794,1901,215374,36,4564,10856,9924,2326598,0.117492946
529,8/25/2021 0:00,1258,232052,753,216127,36,4600,11325,9868,2336466,0.127482773
530,8/26/2021 0:00,817,232869,644,216771,35,4635,11463,6350,2342816,0.128661417
531,8/27/2021 0:00,932,233801,1457,218228,31,4666,10907,9424,2352240,0.098896435
532,8/28/2021 0:00,788,234589,1478,219706,28,4694,10189,6690,2358930,0.117787743
533,8/29/2021 0:00,363,234952,1247,220953,16,4710,9289,4594,2363524,0.079016108
534,8/30/2021 0:00,346,235298,1404,222357,10,4720,8221,3553,2367077,0.097382494
535,8/31/2021 0:00,565,235863,1280,223637,6,4726,7500,4494,2371571,0.125723186
536,9/1/2021 0:00,1018,236881,633,224270,13,4739,7872,9347,2380918,0.10891195
537,9/2/2021 0:00,970,237851,612,224882,7,4746,8223,7940,2388858,0.122166247
538,9/3/2021 0:00,1001,238852,1155,226037,11,4757,8058,9065,2397923,0.11042471
539,9/4/2021 0:00,840,239692,1237,227274,21,4778,7640,8129,2406052,0.103333743
540,9/5/2021 0:00,480,240172,809,228083,8,4786,7303,5668,2411720,0.084685956
541,9/6/2021 0:00,258,240430,923,229006,9,4795,6629,3137,2414857,0.082244182
542,9/7/2021 0:00,704,241134,756,229762,5,4800,6572,6776,2421633,0.103896104
543,9/8/2021 0:00,649,241783,333,230095,30,4830,6858,7704,2429337,0.084241952
544,9/9/2021 0:00,501,242284,312,230407,34,4864,7013,6879,2436216,0.072830353
545,9/10/2021 0:00,661,242945,533,230940,32,4896,7109,8141,2444357,0.081193957
546,9/11/2021 0:00,511,243456,1018,231958,6,4902,6596,6434,2450791,0.079421822
547,9/12/2021 0:00,269,243725,960,232918,4,4906,5901,3872,2454663,0.06947314
548,9/13/2021 0:00,204,243929,984,233902,17,4923,5104,2963,2457626,0.068849139
549,9/14/2021 0:00,451,244380,835,234737,5,4928,4715,6833,2464459,0.06600322
550,9/15/2021 0:00,446,244826,459,235196,21,4949,4681,6406,2470865,0.069622229
551,9/16/2021 0:00,511,245337,273,235469,12,4961,4907,7955,2478820,0.064236329
552,9/17/2021 0:00,444,245781,700,236169,4,4965,4647,7511,2486331,0.0591133
553,9/18/2021 0:00,515,246296,634,236803,15,4980,4513,7981,2494312,0.064528255
554,9/19/2021 0:00,234,246530,492,237295,9,4989,4246,3737,2498049,0.062617073
555,9/20/2021 0:00,113,246643,655,237950,6,4995,3698,2680,2500729,0.042164179
556,9/21/2021 0:00,313,246956,498,238448,13,5008,3500,7034,2507763,0.044498152
557,9/22/2021 0:00,402,247358,259,238707,10,5018,3633,6715,2514478,0.059865972
558,9/23/2021 0:00,317,247675,177,238884,27,5045,3746,6129,2520607,0.051721325
559,9/24/2021 0:00,394,248069,414,239298,37,5082,3689,7254,2527861,0.054314861
560,9/25/2021 0:00,323,248392,432,239730,14,5096,3566,5606,2533467,0.057616839
561,9/26/2021 0:00,69,248461,505,240235,6,5102,3124,1414,2534881,0.048797737
562,9/27/2021 0:00,54,248515,437,240672,7,5109,2734,2501,2537382,0.021591363
563,9/28/2021 0:00,254,248769,508,241180,7,5116,2473,6305,2543687,0.040285488
564,9/29/2021 0:00,405,249174,231,241411,3,5119,2644,6309,2549996,0.064194009
565,9/30/2021 0:00,260,249434,109,241520,4,5123,2791,6226,2556222,0.04176036
566,10/1/2021 0:00,291,249725,308,241828,5,5128,2769,6501,2562723,0.044762344
567,10/2/2021 0:00,298,250023,399,242227,3,5131,2665,6451,2569174,0.046194388
568,10/3/2021 0:00,91,250114,308,242535,9,5140,2439,3435,2572609,0.026491994
569,10/4/2021 0:00,77,250191,322,242857,1,5141,2193,2415,2575024,0.031884058
570,10/5/2021 0:00,189,250380,207,243064,9,5150,2166,6367,2581391,0.02968431
571,10/6/2021 0:00,130,250510,222,243286,25,5175,2049,4869,2586260,0.026699528
572,10/7/2021 0:00,218,250728,51,243337,3,5178,2213,6350,2592610,0.034330709
573,10/8/2021 0:00,170,250898,254,243591,1,5179,2128,6162,2598772,0.027588445
574,10/9/2021 0:00,159,251057,181,243772,2,5181,2104,4046,2602818,0.039298072
575,10/10/2021 0:00,95,251152,172,243944,0,5181,2027,3334,2606152,0.028494301
576,10/11/2021 0:00,96,251248,293,244237,9,5190,1821,3702,2609854,0.025931929
577,10/12/2021 0:00,65,251313,296,244533,5,5195,1585,3198,2613052,0.020325203
578,10/13/2021 0:00,170,251483,213,244746,3,5198,1539,4648,2617700,0.036574871
579,10/14/2021 0:00,186,251669,189,244935,4,5202,1532,6965,2624665,0.026704953
580,10/15/2021 0:00,134,251803,142,245077,8,5210,1516,6047,2630712,0.022159749
581,10/16/2021 0:00,156,251959,101,245178,5,5215,1566,4408,2635120,0.0353902
582,10/17/2021 0:00,74,252033,76,245254,8,5223,1556,3987,2639107,0.018560321
583,10/18/2021 0:00,33,252066,93,245347,1,5224,1495,3530,2642637,0.009348442
584,10/19/2021 0:00,125,252191,230,245577,9,5233,1381,5372,2648009,0.023268801
585,10/20/2021 0:00,117,252308,209,245786,5,5238,1284,6004,2654013,0.019487009
586,10/21/2021 0:00,67,252375,96,245882,5,5243,1250,2988,2657001,0.022423025
587,10/22/2021 0:00,124,252499,80,245962,6,5249,1288,7356,2664357,0.016856987
588,10/23/2021 0:00,129,252628,65,246027,6,5255,1346,5110,2669467,0.025244618
589,10/24/2021 0:00,44,252672,247,246274,2,5257,1141,4238,2673705,0.010382256
590,10/25/2021 0:00,16,252688,81,246355,3,5260,1073,1318,2675023,0.012139605
591,10/26/2021 0:00,151,252839,35,246390,3,5263,1186,7224,2682247,0.020902547
592,10/27/2021 0:00,99,252938,115,246505,3,5266,1167,4895,2687142,0.020224719
593,10/28/2021 0:00,80,253018,64,246569,4,5270,1179,4188,2691330,0.019102197
594,10/29/2021 0:00,133,253151,52,246621,3,5273,1257,5522,2696852,0.024085476
595,10/30/2021 0:00,142,253293,144,246765,3,5276,1252,4950,2701802,0.028686869
596,10/31/2021 0:00,17,253310,64,246829,5,5281,1200,3014,2704816,0.005640345
597,11/1/2021 0:00,29,253339,92,246921,0,5281,1137,3684,2708500,0.007871878
598,11/2/2021 0:00,70,253409,36,246957,1,5282,1170,5755,2714255,0.012163336
599,11/3/2021 0:00,103,253512,68,247025,0,5282,1205,4617,2718872,0.022308859
600,11/4/2021 0:00,149,253661,131,247156,14,5296,1209,5500,2724372,0.027090909
601,11/5/2021 0:00,76,253737,46,247202,0,5296,1239,6267,2730639,0.012127015
602,11/6/2021 0:00,76,253813,41,247243,9,5305,1265,4617,2735256,0.016460905
603,11/7/2021 0:00,20,253833,57,247300,7,5312,1221,3444,2738700,0.005807201
604,11/8/2021 0:00,20,253853,70,247370,0,5312,1171,3136,2741836,0.006377551
605,11/9/2021 0:00,26,253879,88,247458,2,5314,1107,1346,2743182,0.019316493
606,11/10/2021 0:00,178,254057,31,247489,0,5314,1254,7091,2750273,0.025102242
607,11/11/2021 0:00,94,254151,38,247527,1,5315,1309,6765,2757038,0.013895048
608,11/12/2021 0:00,64,254215,47,247574,1,5316,1325,4790,2761828,0.013361169
609,11/13/2021 0:00,61,254276,59,247633,0,5316,1327,5525,2767353,0.011040724
610,11/14/2021 0:00,21,254297,12,247645,0,5316,1336,2709,2770062,0.007751938
611,11/15/2021 0:00,12,254309,37,247682,3,5319,1308,1730,2771792,0.006936416
612,11/16/2021 0:00,75,254384,29,247711,3,5322,1351,3854,2775646,0.019460301
613,11/17/2021 0:00,69,254453,80,247791,3,5325,1337,5345,2780991,0.012909261
614,11/18/2021 0:00,88,254541,26,247817,0,5325,1399,4681,2785672,0.018799402
615,11/19/2021 0:00,88,254629,57,247874,0,5325,1430,4802,2790474,0.018325698
616,11/20/2021 0:00,59,254688,45,247919,0,5325,1444,4336,2794810,0.013607011
617,11/21/2021 0:00,22,254710,35,247954,3,5328,1428,3191,2798001,0.00689439
618,11/22/2021 0:00,18,254728,21,247975,0,5328,1425,3982,2801983,0.004520342
619,11/23/2021 0:00,53,254781,17,247992,2,5330,1459,5031,2807014,0.010534685
620,11/24/2021 0:00,35,254816,26,248018,2,5332,1466,4246,2811260,0.008243052
621,11/25/2021 0:00,46,254862,52,248070,1,5333,1459,4913,2816173,0.009362915
622,11/26/2021 0:00,42,254904,15,248085,0,5333,1486,4971,2821144,0.008449004
623,11/27/2021 0:00,36,254940,31,248116,0,5333,1491,3495,2824639,0.010300429
624,11/28/2021 0:00,11,254951,15,248131,0,5333,1487,2463,2827102,0.004466098
625,11/29/2021 0:00,28,254979,177,248308,1,5334,1337,2969,2830071,0.009430785
626,11/30/2021 0:00,109,255088,10,248318,1,5335,1435,4994,2835065,0.021826191
627,12/1/2021 0:00,76,255164,32,248350,0,5335,1479,4853,2839918,0.015660416
628,12/2/2021 0:00,96,255260,26,248376,0,5335,1549,4040,2843958,0.023762376
629,12/3/2021 0:00,95,255355,22,248398,0,5335,1622,4799,2848757,0.019795791
630,12/4/2021 0:00,53,255408,6,248404,0,5335,1669,4071,2852828,0.013018914
631,12/5/2021 0:00,29,255437,22,248426,0,5335,1676,2933,2855761,0.009887487
632,12/6/2021 0:00,32,255469,18,248444,0,5335,1690,2893,2858654,0.011061182
633,12/7/2021 0:00,75,255544,8,248452,2,5337,1755,4771,2863425,0.015719975
634,12/8/2021 0:00,108,255652,21,248473,0,5337,1842,5073,2868498,0.021289178
635,12/9/2021 0:00,144,255796,7,248480,2,5339,1977,5897,2874395,0.024419196
636,12/10/2021 0:00,136,255932,8,248488,3,5342,2102,4895,2879290,0.027783453
637,12/11/2021 0:00,202,256134,23,248511,4,5346,2277,6312,2885602,0.032002535
638,12/12/2021 0:00,201,256335,4,248515,2,5348,2472,4011,2889613,0.050112191
639,12/13/2021 0:00,149,256484,36,248551,1,5349,2584,2280,2891893,0.065350877
640,12/14/2021 0:00,331,256815,253,248804,0,5349,2662,2872,2894765,0.115250696
641,12/15/2021 0:00,798,257613,205,249009,1,5350,3254,7529,2902294,0.105990171
642,12/16/2021 0:00,943,258556,145,249154,0,5350,4052,5787,2908081,0.162951443
643,12/17/2021 0:00,1610,260166,38,249192,3,5353,5621,7176,2915257,0.224358974
644,12/18/2021 0:00,2169,262335,30,249222,0,5353,7760,9428,2924685,0.230059398
645,12/19/2021 0:00,1372,263707,74,249296,0,5353,9058,5635,2930320,0.243478261
646,12/20/2021 0:00,1020,264727,19,249315,0,5353,10059,3444,2933764,0.296167247
647,12/21/2021 0:00,2844,267571,159,249474,1,5354,12743,10215,2943979,0.278414097
648,12/22/2021 0:00,3325,270896,83,249557,1,5355,15984,11197,2955176,0.296954541
649,12/23/2021 0:00,3749,274645,60,249617,1,5356,19672,11537,2966713,0.324954494
650,12/24/2021 0:00,2964,277609,77,249694,1,5357,22558,9082,2975795,0.326359833
651,12/25/2021 0:00,3749,281358,243,249937,2,5359,26062,11460,2987255,0.327137871
652,12/26/2021 0:00,1196,282554,59,249996,2,5361,27197,3415,2990670,0.350219619
653,12/27/2021 0:00,1596,284150,330,250326,3,5364,28460,4242,2994912,0.376237624
